brand,bucketed_dwell_times,city,close_date,date_range_end,date_range_start,device_type,distance_from_home,footprint_id,id_store,is_distributor,iso_country_code,latitude,location_name,longitude,median_dwell,msa_code,naics_code,open_date,persistent_id,persistent_id_store,poi_cbg,postal_code,region,related_same_day_brand,related_same_week_brand,street_address,sub_category,ticker,top_category,visit_counts,visitor_country_of_origin,visitor_counts,visitor_daytime_cbgs,visitor_home_aggregation,visitor_home_cbgs,visits_by_day,visits_by_each_hour
Journeys,"{""<5"":78, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Lufkin,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":51,""android"":26}",None,9129498988819824476,1821223,False,US,31.3128014,Genesco Inc.,-94.7248157,None,31260,448210,1970-01-01,A1_GCO,1821223,480050008002,75901,TX,"{""Claires"":77,""Footaction"":77,""Kay Jewelers"":77,""Keds"":77,""Kirkland's"":77,""Mall"":77,""Movado"":77,""Best Buy"":26,""Best Western"":26,""Buckle"":26,""Cellairis"":26,""Garmin"":26,""Hibbett Sports"":26,""Hobby Lobby Stores"":26,""JCPenney"":26,""Old Navy"":26,""Shoe Carnival"":26,""Shoe Dept. Encore"":26,""Shoe Show"":26}","{""Claires"":77,""Footaction"":77,""Kay Jewelers"":77,""Keds"":77,""Kirkland's"":77,""Mall"":77,""Movado"":77,""Applebee's"":26,""Best Buy"":26,""Best Western"":26,""Buckle"":26,""Cellairis"":26,""Chick-fil-A"":26,""Convenience Stores"":26,""Dunlop Tires"":26,""Family Dollar Stores"":26,""Garmin"":26,""Hibbett Sports"":26,""Hobby Lobby Stores"":26}",4600 South Medford Drive,Shoe Stores ,GCO,Shoe Stores ,78,None,77,None,None,None,"[0,0,0,26,0,52,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Covetrus,"{""<5"":51, ""5-20"":0, ""21-60"":26,""61-240"":0,"">240"":0}",Greenwood,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":26}",None,9136329289257867255,6271334,False,US,35.210035,"Covetrus, Inc.",-94.2440385,42.0,22900,541940,1970-01-01,A1_CVET,6271334,051310101024,72936,AR,"{""Thrive Pet Healthcare"":51,""ABB"":26,""Advan"":26,""Blue Buffalo"":26,""Gyms"":26,""H&R Block"":26,""Peter Millar"":26,""Tractor Supply"":26,""Travelers"":26,""VIP Petcare"":26}","{""Dunlop Tires"":77,""Mall"":77,""Moneygram"":77,""Walmart"":77,""Atwoods Ranch & Home"":51,""Blue Buffalo"":51,""Convenience Stores"":51,""Gyms"":51,""Nutrena"":51,""Thrive Pet Healthcare"":51,""Travelers"":51,""Wolverine"":51,""10GYM"":26,""ABB"":26,""Academy Sports + Outdoors"":26,""Ace Hardware"":26,""Advan"":26,""Armstrong Flooring"":26,""Auto Value"":26}",12310 S Highway 96,Veterinary Services ,CVET,"Other Professional, Scientific, and Technical Services",77,None,77,None,None,None,"[0,0,0,26,26,26,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
American Family's Certified Repair Program (CRP),"{""<5"":78, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Pendleton,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":26}",None,1927242660617790375,9158831,False,US,40.0012265,American Family's Certified Repair Program (CRP),-85.736515,None,26900,811111,1970-01-01,A1_AMFAM-A-ARP,9158831,180950115021,46064,IN,"{""Mall"":51,""Alfa Romeo"":26,""Autozone"":26,""Burger King"":26,""Commercial Banks & Credit Unions"":26,""Fiat"":26,""Great Clips"":26,""Gyms"":26,""Kia"":26,""Maserati"":26,""Pennzoil"":26,""Porsche"":26,""Speedway"":26,""Subaru"":26,""The Broadbent Company"":26,""Western Union"":26}","{""Burger King"":51,""CVS"":51,""Dunlop Tires"":51,""Freshpet"":51,""Mall"":51,""Moneygram"":51,""Speedway"":51,""Western Union"":51,""AAA/CAA Auto Repair - Authorized Providers"":26,""ABRA"":26,""Abercrombie and Fitch"":26,""Alfa Romeo"":26,""American Family's Certified Repair Program (CRP)"":26,""Armstrong Flooring"":26,""Autozone"":26,""Big Lots"":26,""Blue Buffalo"":26,""CarMax"":26,""Cardtronics"":26}",106 West Central Way,General Automotive Repair ,AMFAM-A-ARP,Automotive Repair and Maintenance,78,None,77,None,None,None,"[51,0,0,0,0,0,26]","[0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Starbucks,"{""<5"":78, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Ocean City,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":77}",None,609885141074164688,5429176,False,US,39.275632,Starbucks Corporation,-74.5700445,4.0,36140,722515,2016-07-01,A1_SBUX,5429176,340090201014,8226,NJ,"{""Hotel"":51,""McDonald's"":51,""Restaurants"":51,""Applebee's"":26,""Brixmor Property Group"":26,""Fire Protection"":26,""Five Below"":26,""Gulf Oil"":26,""Kawasaki Motors"":26,""Live Nation Promoted Venues"":26,""MGM Growth Properties"":26,""MGM Resorts"":26,""Movado"":26,""Police Protection"":26,""Progressive"":26,""TD Bank"":26,""Travelers"":26}","{""Acme"":77,""Freshpet"":77,""Mall"":77,""Moneygram"":77,""Restaurants"":77,""Convenience Stores"":51,""Dunlop Tires"":51,""Garmin"":51,""Hotel"":51,""Live Nation Promoted Venues"":51,""McDonald's"":51,""Travelers"":51,""Advan"":26,""Advance Auto Parts"":26,""Applebee's"":26,""Auto Value"":26,""Blink Fitness"":26,""Blue Buffalo"":26,""Brewers Association"":26}",820 Boardwalk,Snack and Nonalcoholic Beverage Bars ,SBUX,Restaurants and Other Eating Places,78,None,77,None,None,None,"[26,0,0,0,0,0,53]","[0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0]"
Hotel,"{""<5"":102, ""5-20"":0, ""21-60"":26,""61-240"":26,"">240"":0}",Portales,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":26}",None,3009324942498753837,13210696,False,US,34.1583855,Almost Home Bed and Breakfast,-103.3362415,210.0,38780,721110,1970-01-01,A1_HOTEL-A,13210696,350410001004,88130,NM,"{""Applebee's"":26,""Baymont Inn Suites"":26,""Gyms"":26,""Hawkins Companies"":26,""Hercules Tire & Rubber"":26,""Holiday Inn Express"":26,""Interim HealthCare"":26,""Subway"":26,""Truck Stops"":26,""Truck Weighing Stations "":26,""Universities and Colleges"":26,""Wolverine"":26}","{""Subway"":51,""Universities and Colleges"":51,""Alon USA"":26,""Applebee's"":26,""Baymont Inn Suites"":26,""Boost Mobile"":26,""Dollar Tree"":26,""Dunlop Tires"":26,""First Convenience Bank"":26,""Garmin"":26,""Gas Stations"":26,""Gyms"":26,""HRSA Data Warehouse"":26,""Hawkins Companies"":26,""Hercules Tire & Rubber"":26,""Holiday Inn Express"":26,""ICBA"":26,""Interim HealthCare"":26,""Moneygram"":26}",8168 State Hwy 206,Hotels (except Casino Hotels) and Motels ,HOTEL-A,Traveler Accommodation,153,None,77,None,None,None,"[0,25,25,51,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,51,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
All Other Miscellaneous Store Retailers (except Tobacco Stores),"{""<5"":102, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Norristown,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":77,""ios"":26}",None,9153898766279962301,8427872,False,US,40.1116982,Bishop Richard E LTD,-75.3420715,1.0,37980,453998,1970-01-01,A1_NAICS-453998,8427872,420912039022,19401,PA,"{""EVTS"":51,""Golf Courses"":51,""Universities and Colleges"":51,""AAA/CAA Auto Repair - Authorized Providers"":26,""Allison Transmission"":26,""Audi"":26,""Carpet One"":26,""Daimler"":26,""Dunkin Donuts"":26,""Furniture & Home Furnishings"":26,""Hospitals"":26,""Jefferson Park"":26,""Macerich"":26,""Mini"":26,""Navistar"":26,""Pennzoil"":26,""Peterbilt Motors"":26,""Porsche"":26,""Rite Aid"":26}","{""EVTS"":77,""Convenience Stores"":51,""Dunkin Donuts"":51,""Golf Courses"":51,""Mall"":51,""Moneygram"":51,""Universities and Colleges"":51,""Wawa"":51,""Western Union"":51,""7 Eleven"":26,""AAA/CAA Auto Repair - Authorized Providers"":26,""Acme"":26,""Allison Transmission"":26,""Armstrong Flooring"":26,""Audi"":26,""Audiologists"":26,""Auntie Anne's"":26,""Bon-Ton Stores"":26,""Boost Mobile"":26}",500 E Washington St,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,NAICS-453998,Other Miscellaneous Store Retailers ,102,None,102,None,None,None,"[0,51,0,0,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Eye Med,"{""<5"":77, ""5-20"":0, ""21-60"":25,""61-240"":0,"">240"":0}",Kingsport,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":77,""ios"":26}",None,8532771021893353197,11664084,False,US,36.5538195,Eye Med,-82.5639595,21.0,28700,446130,1970-01-01,A1_EYEME-A,11664084,471630402001,37660,TN,"{""Mall"":51,""McDonald's"":51,""Dollar General"":26,""Dunlop Tires"":26,""Edward Jones"":26,""Freshpet"":26,""Genoa Healthcare"":26,""Gyms"":26,""Moneygram"":26,""Subway"":26,""Taco Bell"":26,""Verizon"":26,""Walgreens"":26,""Walmart"":26,""Western Union"":26}","{""Dunlop Tires"":77,""Freshpet"":77,""Walmart"":77,""Mall"":51,""McDonald's"":51,""Moneygram"":51,""Western Union"":51,""Autograph Collection Hotels"":26,""Blue Buffalo"":26,""Build A Bear"":26,""Convenience Stores"":26,""Cooper Tire & Rubber"":26,""Courtyard by Marriott"":26,""Cracker Barrel"":26,""Delicatessens"":26,""Dick's Sporting Goods"":26,""Dollar General"":26,""Domtar"":26,""Edward Jones"":26}",444 Clinchfield St,Optical Goods Stores ,EYEME-A,Health and Personal Care Stores ,102,None,102,None,None,None,"[26,25,0,0,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Restaurants,"{""<5"":102, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Queens,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":77,""android"":26}",None,8190059635412816551,13030261,False,US,40.6954065,VC Restaurant Bar & Lounge,-73.842599,None,35620,722511,1970-01-01,A1_RESTAURANT-A,13030261,360810026002,11418,NY,"{""NYC Parks"":77,""U.S. Ports"":77,""Restaurants"":51,""Universities and Colleges"":51,""Bike Shops"":26,""Bravo Supermarkets"":26,""Brightside Academy"":26,""Clean Rite Center"":26,""Family Dollar Stores"":26,""Hotel"":26,""Moneygram"":26,""Office Building"":26,""Police Protection"":26,""STK"":26,""U.S. Social Security Administration"":26,""USPS"":26}","{""NYC Parks"":103,""Moneygram"":77,""Restaurants"":77,""U.S. Ports"":77,""Allsites Union"":51,""Coarse 2 to 6 overlapping zones area over million sq ft"":51,""Coarse 2 to 6 overlapping zones area under million sq ft"":51,""Coarse All Geometries"":51,""Delicatessens"":51,""Live Nation Promoted Venues"":51,""Office Building"":51,""Parents 7 plus overlapping zones"":51,""Parents Zones GroundTruth Foreverwild"":51,""Universities and Colleges"":51,""Western Union"":51,""Apartment Complexes"":26,""Asics"":26,""Bike Shops"":26,""Bj's Wholesale Club"":26}",104-19 Jamaica Ave,Full-Service Restaurants ,RESTAURANT-A,Restaurants and Other Eating Places,102,None,102,None,None,None,"[0,25,0,0,77,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Restaurants,"{""<5"":102, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",West Chicago,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":77,""android"":26}",None,8832064356010293531,12964078,False,US,41.883946,La Cocina de Maria,-88.2063645,None,16980,722511,1970-01-01,A1_RESTAURANT-A,12964078,170438415042,60185-2803,IL,"{""Canidae"":26,""Hercules Tire & Rubber"":26,""ICBA"":26,""Menard's"":26,""NAPA AutoCare Center"":26,""Weight Watchers"":26,""Western Union"":26,""Whirlpool"":26}","{""Dunkin Donuts"":51,""Western Union"":51,""Advan"":26,""Angelo Caputo's Fresh Markets!"":26,""Armstrong Flooring"":26,""Bakery & Baked Goods"":26,""Canidae"":26,""Cardtronics"":26,""Carnicerias Jimenez"":26,""Coffee Shops"":26,""Comfort Suites"":26,""Freshpet"":26,""Fruitful Yield"":26,""Golf Courses"":26,""Hercules Tire & Rubber"":26,""Hilton Hotels & Resorts"":26,""Home Depot"":26,""Hotel"":26,""ICBA"":26}",142 W Washington St,Full-Service Restaurants ,RESTAURANT-A,Restaurants and Other Eating Places,102,None,102,None,None,None,"[26,25,25,0,0,26,0]","[0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Motor Vehicle Towing,"{""<5"":102, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Jacksonville,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":51}",None,952084421010860565,11055260,False,US,34.7940527,Motor Vehicle Towing,-77.4194575,5.0,27340,488410,1970-01-01,A1_NAICS-488410,11055260,371330013011,28546,NC,"{""Mall"":51,""Walgreens"":51,""Western Union"":51,""Baymont Inn Suites"":26,""Cardtronics"":26,""EVTS"":26,""ExxonMobil"":26,""Good Neighbor Pharmacy"":26,""HRSA Data Warehouse"":26,""Handy Mart"":26,""Olive Garden"":26,""Piggly Wiggly"":26,""Smithfield's Chicken 'N Bar-B-Q"":26,""SpareFoot"":26,""Texas Roadhouse"":26,""Verizon"":26}","{""Slot Machines"":103,""Convenience Stores"":77,""Mall"":77,""Western Union"":77,""BP"":51,""Dollar Tree"":51,""Dunlop Tires"":51,""Global Net Lease"":51,""Pennzoil"":51,""Subway"":51,""Walgreens"":51,""7 Eleven"":26,""Amcor"":26,""Armstrong Flooring"":26,""Baymont Inn Suites"":26,""Boost Mobile"":26,""Buffalo Wild Wings"":26,""CITGO"":26,""Cardtronics"":26}",400 Dennis Rd,Motor Vehicle Towing,NAICS-488410,Support Activities for Road Transportation,102,None,102,None,None,None,"[0,51,25,0,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Beauty Salons,"{""<5"":102, ""5-20"":0, ""21-60"":25,""61-240"":0,"">240"":0}",Deland,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":51}",None,242070056703529852,9239130,False,US,29.0273335,Beauty Salons,-81.2994855,29.0,19660,812112,1970-01-01,A1_NAICS-812112,9239130,121270905001,32724,FL,"{""Citizens Bank"":26,""Convenience Stores"":26,""Gas Stations"":26,""Gyms"":26,""McDonald's"":26,""Restaurants"":26,""US Museums"":26,""Universities and Colleges"":26,""Western Union"":26}","{""Western Union"":77,""Dunlop Tires"":51,""Mall"":51,""Moneygram"":51,""Restaurants"":51,""Sodastream"":51,""Walmart"":51,""Bj's Wholesale Club"":26,""Boost Mobile"":26,""Cardtronics"":26,""Citizens Bank"":26,""Convenience Stores"":26,""Delicatessens"":26,""Firehouse Subs"":26,""Freshpet"":26,""Gas Stations"":26,""Gyms"":26,""Ice Cream Parlors"":26,""Johnny Rockets"":26}",124 S Amelia Ave,Beauty Salons ,NAICS-812112,Personal Care Services ,128,None,103,None,None,None,"[0,0,51,26,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
MetroPCS,"{""<5"":51, ""5-20"":26, ""21-60"":0,""61-240"":0,"">240"":25}",Tampa,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":103}",None,8480512063522794321,7110938,False,US,27.975611,MetroPCS Wireless,-82.434527,20.0,45300,517312,1970-01-01,A1_MPCS-A,7110938,120570034001,33605,FL,"{""Chevron"":51,""Brewers Association"":26,""Convenience Stores"":26,""Extended Stay America"":26,""Goodwill Industries"":26,""Hotel"":26,""Live Nation Promoted Venues"":26,""MetroPCS"":26,""Peterbilt Motors"":26,""Primerica"":26,""Publix"":26,""Rush Truck Centers"":26,""Sealy"":26,""Sunoco"":26,""Timken"":26,""Truck Stops"":26,""United Dominion Realty Trust"":26,""Washington Prime Group"":26,""Western Union"":26}","{""Convenience Stores"":77,""Western Union"":77,""Cardtronics"":51,""Chevron"":51,""Coffee Shops"":51,""Gas Stations"":51,""Mall"":51,""Publix"":51,""USPS"":51,""7 Eleven"":26,""American Campus Communities"":26,""Boost Mobile"":26,""Brewers Association"":26,""Checkers"":26,""Church's Chicken"":26,""Cooper Tire & Rubber"":26,""Dairy Queen"":26,""Dollar General"":26,""Dollar Tree"":26}",3503 N 22Nd St # C,Wireless Telecommunications Carriers (except Satellite),MPCS-A,Wired and Wireless Telecommunications Carriers,103,None,103,None,None,None,"[0,0,25,0,51,0,26]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0]"
Veterinary Centers,"{""<5"":103, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Wise,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":103}",None,8566873252707854644,13185499,False,US,36.9775865,Veterinary Centers,-82.5697545,None,13720,541940,1970-01-01,A1_VET-A,13185499,511959314002,24293-5132,VA,"{""Covetrus"":103,""Universities and Colleges"":77,""Sealy"":51,""Wendy's"":51,""Western Union"":51,""Anytime Fitness"":26,""Applebee's"":26,""Armstrong Flooring"":26,""Autozone"":26,""Blue Buffalo"":26,""Brixmor Property Group"":26,""Buffalo Wild Wings"":26,""Buzztime"":26,""Convenience Stores"":26,""Dollar Tree"":26,""EZ Rentals"":26,""Freshpet"":26,""Golden Corral"":26,""Kroger"":26}","{""Cardtronics"":103,""Covetrus"":103,""Freshpet"":77,""Mall"":77,""Sealy"":77,""Universities and Colleges"":77,""Western Union"":77,""Armstrong Flooring"":51,""Autozone"":51,""Brixmor Property Group"":51,""Buffalo Wild Wings"":51,""Buzztime"":51,""Convenience Stores"":51,""Dollar General"":51,""Dunlop Tires"":51,""Food City"":51,""Freddy's Frozen Custard & Steakburgers"":51,""Hospitals"":51,""Hotel"":51}",404 Hurricane Rd NE,Veterinary Services ,VET-A,"Other Professional, Scientific, and Technical Services",103,None,103,None,None,None,"[51,0,0,0,26,0,26]","[0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0]"
